Date,Open,High,Low,Close,Volume,Adjusted Close
2011-10-14,12850.4,12850.4,12850.4,12850.4,0.0,12850.4
2011-10-17,12582.7,12582.7,12582.7,12582.7,0.0,12582.7
2011-10-18,12854.2,12854.2,12854.2,12854.2,0.0,12854.2
2011-10-19,12676.5,12676.5,12676.5,12676.5,0.0,12676.5
2011-10-20,12732.7,12732.7,12732.7,12732.7,0.0,12732.7
2011-10-21,12976.5,12976.5,12976.5,12976.5,0.0,12976.5
2011-10-24,13188.3,13188.3,13188.3,13188.3,0.0,13188.3
2011-10-25,12911.0,12911.0,12911.0,12911.0,0.0,12911.0
2011-10-26,13057.7,13057.7,13057.7,13057.7,0.0,13057.7
2011-10-27,13520.6,13520.6,13520.6,13520.6,0.0,13520.6
2011-10-28,13519.0,13519.0,13519.0,13519.0,0.0,13519.0
2011-10-31,13191.1,13191.1,13191.1,13191.1,0.0,13191.1
2011-11-01,12811.1,12811.1,12811.1,12811.1,0.0,12811.1
2011-11-02,13029.4,13029.4,13029.4,13029.4,0.0,13029.4
2011-11-03,13280.1,13280.1,13280.1,13280.1,0.0,13280.1
2011-11-04,13210.8,13210.8,13210.8,13210.8,0.0,13210.8
2011-11-07,13270.1,13270.1,13270.1,13270.1,0.0,13270.1
2011-11-08,13421.9,13421.9,13421.9,13421.9,0.0,13421.9
2011-11-09,12914.2,12914.2,12914.2,12914.2,0.0,12914.2
2011-11-10,13017.1,13017.1,13017.1,13017.1,0.0,13017.1
2011-11-11,13276.2,13276.2,13276.2,13276.2,0.0,13276.2
2011-11-14,13151.9,13151.9,13151.9,13151.9,0.0,13151.9
2011-11-15,13222.8,13222.8,13222.8,13222.8,0.0,13222.8
2011-11-16,13006.3,13006.3,13006.3,13006.3,0.0,13006.3
2011-11-17,12791.3,12791.3,12791.3,12791.3,0.0,12791.3
2011-11-18,12785.4,12785.4,12785.4,12785.4,0.0,12785.4
2011-11-21,12546.4,12546.4,12546.4,12546.4,0.0,12546.4
2011-11-22,12488.6,12488.6,12488.6,12488.6,0.0,12488.6
2011-11-23,12200.5,12200.5,12200.5,12200.5,0.0,12200.5
2011-11-24,12200.5,12200.5,12200.5,12200.5,0.0,12200.5
2011-11-25,12158.9,12158.9,12158.9,12158.9,0.0,12158.9
2011-11-28,12533.4,12533.4,12533.4,12533.4,0.0,12533.4
2011-11-29,12551.3,12551.3,12551.3,12551.3,0.0,12551.3
2011-11-30,13101.2,13101.2,13101.2,13101.2,0.0,13101.2
2011-12-01,13071.9,13071.9,13071.9,13071.9,0.0,13071.9
2011-12-02,13080.0,13080.0,13080.0,13080.0,0.0,13080.0
2011-12-05,13221.9,13221.9,13221.9,13221.9,0.0,13221.9
2011-12-06,13227.1,13227.1,13227.1,13227.1,0.0,13227.1
2011-12-07,13246.4,13246.4,13246.4,13246.4,0.0,13246.4
2011-12-08,12950.1,12950.1,12950.1,12950.1,0.0,12950.1
2011-12-09,13186.3,13186.3,13186.3,13186.3,0.0,13186.3
2011-12-12,12990.3,12990.3,12990.3,12990.3,0.0,12990.3
2011-12-13,12852.1,12852.1,12852.1,12852.1,0.0,12852.1
2011-12-14,12698.4,12698.4,12698.4,12698.4,0.0,12698.4
2011-12-15,12750.6,12750.6,12750.6,12750.6,0.0,12750.6
2011-12-16,12811.4,12811.4,12811.4,12811.4,0.0,12811.4
2011-12-19,12646.5,12646.5,12646.5,12646.5,0.0,12646.5
2011-12-20,13032.3,13032.3,13032.3,13032.3,0.0,13032.3
2011-12-21,13056.8,13056.8,13056.8,13056.8,0.0,13056.8
2011-12-22,13163.5,13163.5,13163.5,13163.5,0.0,13163.5
2011-12-23,13274.1,13274.1,13274.1,13274.1,0.0,13274.1
2011-12-26,13274.1,13274.1,13274.1,13274.1,0.0,13274.1
2011-12-27,13280.9,13280.9,13280.9,13280.9,0.0,13280.9
